"text","label"
"اموزشگر در ابتدا شمای کلی از اکسس نمیدهد و صرفا به اموزش تکنیک میپردازد","-1"
"برای شروع خوب است.","0"
"برای مبتدی‌ها بسیار مفید و کاربردی است.","1"
"خیلی تکمیل و سریع و مسلط","1"
"خیلی خوب","1"
"روند تدریس کند و آهسته بود.","-1"
"استاد تاکید بیش از اندازه روی مباحث غیرمهم داشتن","-1"
"ویژگی بد این آموزش این بود که ضعیف در نظر گرفتن  درس‌آموز در درک محتوای آموزش","-1"
"عدم در نظر گرفتن محوریت آموزش به صورت معرفی پروژه","-1"
"با صرف زمان کوتاه و اطلاعات کلی درباره نرم افزار خوب است.","0"
"واسه من ک حوصله حاشیه زیادی در تدریس ندارم عالی بود مستقیم به همه ی موارد اشاره می شد","1"
"خیلی خوب بود ممنون","1"
"واقعا عالیه، یعنی اگر رایگان نبود و باید هزینه ای پرداخت میشد صد در صد میخریدم","1"
"جناب استاد اگر استپ اکسس و بقیه برنامه ها را بزارید ممنون میشیم.","0"
"خوب است. اگر مثالهای بیشتری می زد، بهتر بود.","0"
"برای سطح مبتدی خوب نیست درکل برای سطح متوسطه خوبه.","-1"
"آموزش مناسبیه برای مبتدیان و کسایی که فقط یه پیش زمینه ای میخوان از ایلستریتور داشته باشن، ولی جامع نیست.","0"
"من اینو نه برای کارم و نه برای درسم تهیه نکردم، بیشتر برای اطلاعات شخصی و عمومی خودم اومدم سمت این آموزش. کلا منبع و سرفصل های قوی ای داشت.","1"
"استاد بسیار مسلط و تدریس برای سطح ابتدایی مناسبه","1"
"عالی بود و کامل نگاه کردم و دوباره از اول دارم نگاه می کنم. خیلی خوب توضیح می دادن و من هیچ آشنایی در این خصوص نداشتم اصلا.","1"
"لطفا آپدیت ۲۰۲۳ رو هم آموزش بدید","0"
"میتوانست کاربردی تر و براساس ترند روز باشد","0"
"خیلی ساده و خوب توضیح میدن اصلا خسته کننده نیست،راضیم","1"
"تشکر آموزش کامل و بسیار عالی بود، اما اگر پایان هر درس تمرینی هم ارائه می شد خیلی بهتر بود.","0"
"یه جاهایی از آموزش رو دیدم به دانشجویانم پیشنهاد دادم جواب داده.","1"
"برای منی که هیچ آشنایی نداشتم خوب بود، اگه کامل تر بشه خوب تره.","0"
"سلام . سرعت اموزش زیاده به مشکلات احتمالی اشاره نمیشه و به سوالات پاسخ داده نمیشه دانشجو برای شروع درست یاد نمیگیره ! ","-1"
"این آموزش خیلی کامل و راضی کننده بود. تمام نیاز من رو برطرف کرد. اما سرعت تدریس آهسته بود، ولی اگر با دور تند مشاهده کنید مشکلی نیست. در کل عالی بود.","0"
"بی نظیر،  بی بدیل،  بی همتا","1"
"کیفیت خوبی داشت مدرس مسط بودند و از تصاویر خوبی برای اسلایدها استفاده شده بود.","1"
"خیلی مسلط هستن و عالیه این اموزش اضافه گویی اصلا ندارند که خوابت بگیره هنگام اموزشحلالش باشه کلا","1"
"نکته ریز و اساسی زیاد داشت. به نظرم میشه برای یادگیری بهش اکتفا کرد.","1"
"واسه فرمول پیچیده تر توضیح خاصی ندادن و از یه فایل اکسل کپی کردن. تنها ایراد همین بود ، بقیه قسمتها کاملا کاربردی و شفاف","0"
"با کیفیت و مسلط","1"
"تک و توک دیدم و برای کارای دانشگام از این آموزش استفاده کردم. مشکلی هم با روش تدریس آموزش اصلا نداشتم. مرسی.","1"
"خوب و مفید ممنون","1"
"بد بود.","1"
"فقط می تونم بگم خدا خیرت بده، خیلی ممنونم.","1"
"واقعا پایین تر از سطح انتظارم بود.","-1"
"بعضی توضیحات خیلی کاربردی نبود ولی خب برای جمع بندی و توضیح کلی برنامه میتونست مفید باشه.","0"
"دقیق چیزی که می خواستم بود. بیان استاد عالی بود بیشتر علاقه مند می شدی.","1"
"آموزشی خوبی دارید در این حوزه، فقط لطفا آموزش مدیریت بازرگانی هم ارائه کنید.","0"
"یه کم گسترده بود این آموزش ولی من خیلی به این نوع تدریس اهمیت میدم چون با پروژه حل می شد.","1"
"تکمیل و کافی بود نکات و سرفصل ها عالی بودن به معلوماتم اضافه شد.","1"
"خوب بود، توضیحات کامل کامل نبود، برخی از بخش هایی که میخواستم خوب بود","0"
"اشکال هایی که داشتم برطرف شد ولی بهتر بود توضیح بهتری داشته باشند و وارد جزئیات بشند.","0"
"تسلط مدرس و فن بیان ایشون خیلی خوب بود. یک مقدار جزئیات بیشتر گفته می شد بهتر بود.","0"
"به نظرم خیلی خوبه اما اگر استاد چندتا پروژه محور صفر تا صد هم انجام بدن بهترین از بهترین میشه,","0"
"آموزش خیلی خوبی بود و کیفیت خیلی خوبی هم داشت.","1"
"باید بگم آموزششون خیلی کاربردی نبود، فقط در حد وارد کردن داده ها بود، مدرس از مهم ترین بخش مباحث به سادگی عبور کرد. ","-1"
"فرادرس کلا مجموعه خیلی خوبیه، مباحث رو کامل توضیح میده و فلابیس خوبی داشت.","1"
"من برای انجام پروژه ی دانشگاهم می خواستم، با اینکه جای دیگه کلاس رفتم، واقعا نکاتشون بدردم خورد. خیلی ممنونم.","1"
"مناسب و خوب بود ولی اگه اطلاعات کامل تری داشتند بهتر بود.","0"
"خیلی آموزش خوبی بود، کیفیت آموزش بالا بود و نکات بالایی داشت و از نظر صدا و تصویر و پاورپوینتی که ارائه شده بود خیلی کمک کننده بود.","1"
"توضیحات خلاصه و مفید و کاربردی بود بعضی از آموزش ها میرن تو توضیحات ریز و خسته کننده میشه اما این خسته کننده نبود نکات مهم رو میگفتند.","1"
"آموزش خوبی بود برای کسانی برای یادگیری بیشتر و گرفتن پروژه هستن به دردشون میخوره فقط اگه امکانش باشه این دوره ها به صورت مجزا بخشی برای تمرین داشته باشن خیلی خوب میشد","0"
"فقط ای کاش از فونت درشت تری استفاده شده بود. همچنین پس زمینه روشن خیلی بهتر هست و چشم رو خسته نمیکنه","0"
"خیلی سطحی و پیش پا افتاده بود این مطالب و حتی بهترش دائما داخل فضاهای مجازی  در حال پخش شدن هستند","-1"
"تند میگه","-1"
"کوتاه و مختصر و کاربردی... تمرکز چیزیه که این روزا خیلی بهش احتیاج داریم, ممنون از شما","0"
"بسیار ابتدایی!","-1"
"خیلی سپاسگزاریم از زحمات شما، بسیار عالی بود.","1"
"خدا خیرتون بده، دمتون گرم.","1"
"خوب بود. تمام آپشن های رو تدریس کرده بودند. فقط اگر جنبه علمی مثال ها رو افزایش بدهند بهتر می شود.","0"
"بهتره موسیقی ملایمی بلی بشه برا جلو گیری از خواب الودگی","0"
"این درس خیلی سنگینه تایم جلسات بالاس. ولی مطالب عالیه بهتر بود به جلسات کوتاه تر تقسیم بشه.","0"
"کیفیت اموزش خوب بود برای افراد مبتدی خیلی خوبه","0"
"خیلی خوب بود، خدا خیرتون بده. تو بیرون این آموزش ها زیر یه تومن نیست واقعا.","1"
"آموزش به نظرم یکم کند پیش می رفتو کمی از توضیحات اضافی بود.","-1"
"من ابتدای آموزشم و فکر می کنم خیلی توضیح میدن مقدمه رو مثلا میشد خیلی سریع تر گفت.","-1"
"آموزش خوب بود اما یادگیری این نرم افزار نیاز به انجام مثال ها وتمرینات متنوع دارد، تعداد مثال ها و تمرینات پایین بود","0"
"با عرض خسته نباشید خدمت مدرس محترم .خیلی عالی تدریس شده فقط  ای کاش پروژه محورهم روش کار می شد.","0"
"آموزش به طور کل خوب و مفید بود ولی مثال هایی که برای آموزش زده میشد میتونست خیلی بهتر باشه و آموزش ها روی پروژه ها یاد داده بشه","0"
"مثال های غیرواقعی و شکل هایی خیلی غیرمنطقی برای آموزش بود به طوری که میخواستند مثال بزنند مثال هایی بود که از قبل تمرین نشده بود","-1"
"توضیحات خوب بود ولی کاش یکم تمرینات بیشتری داشت.","0"
"سربرگ ها کامل نبود. رشته تخصصی هست. شاید برای من پیچیده بود.","-1"
"برای شرع خوبه .","0"
"چند قسمت اول رو دیدم و از قبل هم آشنایی نداشتم. آموزش خوبی بود. تشکر.","0"
"فوق العاده بود واقعا لذت بردم فقط اگه ممکنه چندتا آموزش پروژه محور هم اضافه کنید","0"
"قبلا یه آشنایی کمی داشتم، الان به صورت وسیع تر یاد گرفتم.","1"
"آموزش عالیه ولی بهتر از این هم میتونه بشه .مرسی از گروه فرادرس","0"
"تنها نقطه ضعف تدریس سرعت پایین ارایه بود","0"
"مطالب خوب بود. ولی ورژن خیلی قدیمی بود.","0"
"برای شروع خوب بود، مدرس خوب تدریس می کردند ولی نحوه کار نرم افزار رو زیاد توضیح نمی دادند.","-1"
"توضیحات مدرس در خصوص یک سری مباحث خیلی کم بود","-1"
"یک سری مباحث را توضیح ندادند و خیلی سریع رد کردن","-1"
"سرعت پایین تکلم و خواب آور بودن لحن مدرس، نقطه ضعف اصلی بود.","-1"
"بر خلاف نظر دوستان اصلا با این آموزش راحت نبودم و یادگیریش برام مشکل بود","-1"
"مدرس در بیان جزییات که البته شاید خیلی پیش پا افتاده هم باشد بسیار ضعیف هستند","-1"
"قدم به قدم و با جزئیات مطالب گفتن.","1"
"خیییییلی خوبه از ابتدایی ترین نقطه تا انتهایی ترین نقطه رو توضیح دادند مثال های زیادی هم زده شد.","1"
"خوب بود همه ی منوها رو توضیح می داد پروژه ای پیش میرفت و پروژه محور بود.","1"
"خوب بود، کاش فرادرس بتونه یه اپلیکیشنی رو هم درست کنه که بتونیم هر وقت دلمون میخواد به آموزشا دسترسی پیدا کنیم.","0"
"من واسه کار شخصیم این آموزشارو تهیه کردم، نه اینکه بخوام حرفه ای کار کنم، بیشتر برای اطلاعات شخصی میخواستم بدونم که به چه صورته.","0"
"نسبتا راضی بودم یک سری مباحث مد نظرم بود که در محتوا ارائه نشده بود در حالیکه می تونست ارائه بشه","0"
"راضی بودم، توضیحات داخل آموزش خوب بود فقط ورژن نرم افزاری که مدرس تدریس می کنند قدیمی هست اگر در سطح بالاتر هم ارائه بشه بهتر هست.","0"
"سلام مدرس خیلی کند و تکراری تدریس میکنن اصلا حوصله نمیکنی ببینی...","-1"
"دمتون گرم .عالی بود .فقط مثال کم حل شده .ولی تشکر می کنم از کارتون","0"
"جزییات را خوب توضیح داده بود و مطالبی که راجع به طراحی و .. بود را خوب گفته بودند.","1"
"آموزش کامل و دقیقی هست ولی به شدت خسته کننده است دلیلش هم آرام درس دادن استاد و توضیحات تکراری و بیش از اندازه ","0"
"این اموزش خیلی عالی بود اما مثل هر آموزش عالی دیگه یکسری نقاط ضعف داره","0"
"آموزش خوب بود فقط سرعت توضیح دادن بسیار پایین بود.","0"
"یک مجموعه عالی و کاملفقط دوتا ایراد هست که به نظرم بهتره در مجموعه های بعدی اصلاح بشه: .1 سرعت پایین آموزش 2.به روز نبودن ورژن آموزشی","0"
"اموزش در کل خیلی خوب بود اگه مرجعی برای حل مثال و پیدا کردن مثال های مفید و کار کردن روی اونا ارائه میشد خیلی بهتر میشد","0"
"یکسری ایرادات در این سری اموزش وجود داره که امیدوارم به فکر باشید","-1"
"به نظرم این آموزش یکی از بهترین آموزش هایی هست که در این سایت دیدم همه چیز کامل و عالی بود اما با این وجود به نظرم به شدت جا داشت مثال بیشتری حل بشه ","0"
"از نظر تسلط استاد بر مطالب به نظرم در حد عالی نبود ولی در کل خوب بود و نمیشه خرده گرفت","0"
"این فیلم آموزشی برای یادگیری و انجام طراحی هایم خوب و مفید بود. به نظرم کمی پیشرفته بود.","0"
"سلام آموزشی در سطح حرفه ای نبود و تقریبا میشه گفت مقدماتی","-1"
"متاسفانه فایل های آموزش کاملا نامرتب بود و برای تمرین من رو دچار مشکل می کرد. آموزش هم کاملا متوسط بود. به نظرم نظرات دوستان خیلی اغراق آمیزه!!","-1"
"مباحث خیلی پراکنده گفنه شد و مرتب نبود","-1"
"نیمی از آموزش رو دیدم و نسبتا رضایت داشتم. متوسط بود.","0"
"قسمت اول و دیدم. کیفیت صدا و تصاویر خوب بودند.","0"
"با وجود خوب بودن آموزش ولی ایراداتی هم داره1 فایل pdf نیاز داشت.2 سریع از برخی مسائل رد می شه. ","0"
"اون چیزی که میخواستم نبودم و خیلی دقیق نشده بودن رو یه سری از مسائل.","-1"
"من از جای دیگه همین آموزش رو تهیه کردم اما فایل pdf که داشت خوانا نبود و خیلی اذیت کننده بود اما فایل pdf این آموزش بسیار خوب و خوانا بود.","1"
"فایلهای دیتا که بر اساس آن، آموزش داده می شود در پکیج به صورت پراکنده و یا اصلا وجود ندارد ","-1"
"محتوا خیلی خوبی داشت و مدرس کاملا مسلط بودند ممنونم از فرادرس.","1"
"اطلاعات خوبی بهم اضافه کرد و خیلی خوب بود.","1"
"این آموزش خوب بود و باید وسیع تر باشد این آموزش.","0"
"یه بخش هایی دیدم کاربردی بود.اگر توضیحات یه مقدار کمتر باشه شاید خیلی خوب بشه یه وقت هایی واقعا کسل کننده میشه.","0"
"خیلی کاربردی بود ولی یک قسمت هایی از اموزش شما برای من نامفهوم بود بهتر بود توضیحات بیشتری می دادید","0"
"خوب بود. در حد اطلاعات عمومی خوب بود.","0"
"لطفا سعی کنید محتوای آموزش هارو تخصصی تر و کاملتر کنید ","-1"
"جهت آشنايی اوليه خوب هست ولی به نظرم جا داره کاربردی تر ارائه کنید.","0"
"پیشنهادی که دارم اینکه سعی کنید در آموزش ها از مثال ها و پروژهای بیشتری استفاده کنید","0"
"سطح آموزش از سطح دانشگاه واقعا بالاتر بود. من 1هفته قبل امتحانم خوندم نمره بسیار عالی گرفتم. 100 درصد پیشنهاد میشه.","1"
"در کل من از آموزش های که از فرادرس خریداری می کنم راضی هستم فقط پیشنهادی که داشتم این هست که ترکیب بندی رنگی متنوع تری استفاده شود","0"
"استاد عزیز، خیلی زیاد صحبت میکنه.اگه کوتاه تر و مفیدتر بگه بسیار سودمندتره، ولی ایشون انگار ملاکش طولانی بودن ویدیوست. ","-1"
"از اول خیلی خوب شروع کردند. مطالب php رو خیلی خوب توضیح دادن. نکات خیلی خوبی داشت.","1"
"هر چقدر تو این حرفه از مدرس های حرفه ای تر استفاده کنید تو کارتون موفق ترید. این آموزش میتونست بهتر بشه.","-1"
"نسبت به قیمتش عالی بود، مطالب تکراری داشت ولی مطالب جدید هم کم نداشت در کل خوب بود.","0"
"خیلی چیزا رو نمیدونستم که بعد این دوره راجب خودم متوجه شدم.","1"
"نکته های طلایی زیاد داشت ولی اگز یکم عمیق میشدن رو مسائل خیلی بهتر می شد.","0"
"مدت زمان دوره می تونست کمتر باشه و مطالب مختصر و مفید تر بیان بشه چون دوره بیشتر حالت معرفی کلی داره.","-1"
"دوره کاربردی و خوبی بود ممنون بابت به اشتراک گذاشتن این دوره.","1"
"1 ساعت برای معرفی 3تا سایت خیلی زیاد بود می تونست تو زمان کوتاه تر با نکات کلیدی تر بیان بشه","-1"
"آموزش مقدماتی و مطالب اولیه تا حدودی کاربردی هستن.امیدوارم مطالب پیشرفته تری و تخصصی تری در این مورد روی سایت ارائه یشه.","0"
"اطلاعات جامعی بهم نداد، البته آموزش هم در سطح مقدماتی هست. یه سری سوالات تو ذهنم بود که با دیدنش برطرف شد. در کل بد نبود.","-1"
"به نظرم خوب نبود.","-1"
"دوره خوب و پر محتوایی بود ولی نقصی که داشت روش تبدیل ریال به تتر وارز دیجیتال در مباحث نبود","0"
"خیلی خوبه ولی باید آموزش ارتقا پیدا کنند.","0"
"به نظر من اگه پروژه محورتر ارائه کنید بهتر میشد.","-1"
"خیلی تند تدریس میکنن ک باعث جا نیفتادن مطلب میشه و خرید این محصول رو پیشنهاد نمیکنم","-1"
"آموزش یک مقدار برای سطح تکمیلی مطالب کمتری رو داشت و جای پیشرفت به نظرم داره.","-1"
"بیان و ارائه مدرس خوب هست اما موردی که وجود داره اینکه سعی کنید محتوای آموزش ها به روز و کامل کنید تا زمانی که شروع به یادگیری می کنیم خیلی نیاز نباشه سراغ منابع دیگه بریم.","-1"
"امیدوارم در این زمینه آموزش های تکمیلی تر و به روز تری ارائه کنید.","-1"
"یک نقد دارم راجع به ویدیو های فرادرس، اساتید تدریس رو خیلی طولش میدند در حالیکه همون مطالب رو میشه تو زمان کمتری هم گفت.","-1"
"به نظرم این آموزش رو در سطح بالاتر ارائه کنی","-1"
"به نظرم برای سطح های متوسط به بالا ،اصلا جالب و گیرا نیست ، ولی برای سطح های ابتدایی خوبه","-1"
"خیلی خلاصه هست و تمرین خیلی کمی داره برای مرور خوبه مثلا","-1"
"اصلا از ابتدا و پایه نیست","-1"
"تا آخر ندیدم، نه فقط سایت فرادرس بلکه مشکل عمده ی تمام سایت های دیگه هم همینه که آموزش ها رو پروژه محور ارائه نمیکنن.","-1"
"نقطه ضعف این آموزش عملی نکردن یک پروژه واحد و پیشرفت ندادن آن بود","-1"
"قیمت این آموزش نسبت به آموزش های دیگر فرادرس بالا است ","-1"
"هیچ کم و کسری ندیدم","1"
"پایین تر از سطح انتظار","-1"
"خیلی سطحی و خلاصه بود. اصلا به درد نخورد و بیخود ام وقتتون رو نگیرید.","-1"
"به نظرم آموزش قوی بود و کاملا به زبان ساده مطلب رو بیان کردن","1"
"فیلم ها در هر جلسه بالغ بر ۱ ساعت هست و این اذیت کننده هست اگر هر قسمت ۱۰ تا ۱۵ بود جالب تر میشد","-1"
"خیلی خوب و در عین کوتاه بودن جامع هم بود.","1"
"یه کم پروژه محورتر و عملی تر ارائه کنید بهتر میشد.","-1"
"بسیارعالی وحرفه ائی تدریس نمودن. پیشنهاد100%به همه علاقه مندان","1"
"اگر فقط ویس نبود و همراه فایل نمایشی بود من بیشتر می تونستم ارتباط بگیرم.","-1"
" کار بینظیر، حرفه ای و کاملی بود. اینقدر جذاب بود واسم که در مدت زمان اندکی همه رو مشق نظری کردم و تمرینات عملی رو شروع میکنم. به دوستانم هم معرفی کردم ","1"
"به نظرم آموزش متلب نیاز داره که پروژه محورتر ارائه بشود.","-1"
"عالی توضیح میدن.من خیلی از این آموزش ها رو سپری کردم اما هیچ کدوم به این جذابیت نبوده","1"
"اگر ویدیو ها کوتاه تر میبود و همراه مثال بهتر میشد.","-1"
"ممنون از اینکه تمام نکات رو ریز به ریز با زبان ساده توضیح دادید.","1"
"در زمینه تنبلی مباحث در گوگل زیاد هست اما دستو پا شکسته اس یعنی مباحث و آموزش ها کامل نیست","-1"
"من اطلاعات زیادی کسب کردم واقعا ممنونم.","1"
"آموزش نیست معرفی آموزشه","-1"
"ممکنه کسی که پیش زمینه نداشته باشه این آموزش براش مشکل ایجاد کنه","-1"
"سلام واقعا این برنامه ها برای داده کاوی بسیار مفید هستند.ممنون از قرار دادن این اموزش ها.","1"
"نصفشو دیدم. راستش من حرفه ای تر هستم و این بیشتر تئوری وار بود.","-1"
"بنظر من تمامی مباحثی که تدریس کردند کاربردی و عالی بود.","1"
"یه مقدار به نظر من کامل نبود و جای بهتر شدن داشت.","-1"
"خیلی خوب بود. کلا نحوه بیان تدریس قابل فهم بود و تمام جزئیات گفته شده بود.","1"
"شک و ماشینی توضیح میدادن و به نظر من توضیحات ایشون بیشتر رسمی و رباتی هست.","-1"
"واقعا انتظار داشتم که در همین سطح باشه چون کارتون همیشه خوب بوده و ارزشمند. تشکر بابت بیان عالی مدرس.","1"
"به نظرم ایشان بایستی کمی در بیان مطالب گیرایی لازم رو ایجاد کنند تا به عنوان یک مدرسخیلی خوب جایگاه خودشون رو پیدا کنند.","-1"
"کاملا از 0 شروع به تدریس شده و بود و برای استفاده در سطح مقدماتی واقعا خوبه این آموزش.","1"
"مثال هاش کم بود و محاسبات رو خیلی سریع و گذرا رد میشدن","-1"
"یه کم مسائل رو سریع میگن یعنی اینطور حس کردم که یه سری جاها رو سریع رد میشن و یه کم هم مطالب رو بعضی جاها زیادی دیگه طولانیش میکنن.","-1"
"نسبت به قیمتی که داره خوبه، ولی بهتره پوشش دهی بالاتری داشته باشه.","0"
"لهجه مدرس تا حدودی آدمو به هم میریزه و نحوه تشریح و حل مسائل هم آنقدرا قابل قبول نیست.","-1"
"آموزش خوبی بود اما تدریس مدرس کمی سریع بود .","0"
"این مبحث اموزشی اصلا به درد کسی که صفر هست نمی خوره و انگار که ما کامل همه چی رو بلدیم و ایشون می خواد اشکالات مارو برطرف کنه","-1"
"اگر در اول مباحث روی مفاهیم کارکنند بعد وارد نرم افزار شوند بهتر می شود ولی در کل آموزش خوبی بود.","0"
"مناسب نیست اصلا برای مبتدیان پیشنهاد نمیدم","-1"
"مقدماتیش خیلی برام جذاب نبود و محتواش اونی نبود که من میخواستم اما روش تدریس متناسب بود.","0"
"من کاملا ناامید و خسته شدم و کنار گذاشتمش","-1"
"بسیار اموزش خوب و کاربردی بود. فقط در برخی از قسمت های درس استاد تعریف هارو کتابی میگفتن بهتر بود واضح تر اون بخش ها رو توضیح بدن","0"
"برای من گنگ بود و متاسفانه نتونستم با این آموزش پیش برم","-1"
"جزئیات تخصصی نبود. ولی نسبت به قیمت خوب بود. اگر پیش زمینه داشته باشیم آموزش خوبیه.","0"
"خیلی خوب بود، هزینه های خیلی مناسبی دارند که باعث شده تمام آموزش ها را بتوانم بخرم.","1"
"عالی بود. یک مقدار پراکنده بود. ولی روش خوبی داشت.","0"
"خیلی خوب بود. کلا نحوه بیان تدریس قابل فهم بود و تمام جزئیات گفته شده بود.","1"
"خوب بود ولی کاش کتاب دیکشنری آلمانی به فارسی مناسب معرفی می کردند","0"
"سلام. تدریس عالیه، فقط اگه فایل صوتی این کتاب روهم بگذارید که بشه هرمتن و یکپارچه و چندباره گوش داد. خیلی خوب میشه!","0"
"باید خیلی مختصرتر توضیح حجم مطالب گفته شده در حد نهایتا 4 ساعت بود.","-1"
"توی این آموزش نکته های کلیدی زبان گفته شده فقط یه نقدی که هست کامل و جمع و جور نیست ولی در کل خوبه","0"
"سلام با اینکه روند آموزش میتونست بهتر و جامع تر باشه... برای کسانی که اطلاعاتشون بسیار کم هست واقعا مفیده . با این هزینه بهتر از این آموزش رو سراغ ندارم.","1"
"خیلی خوب بود فقط کاشکی کیفیت صدا را بالا میبردید صدای بدی داشت ویدیو","0"
"ترم قبلی این درس را داشتم که با این آموزش خیلی خوب یاد گرفتم.","1"
"من قبلا کار کرده بودم این آموزش هم بیشتر برای ریدینگ و لیسینیگ خوب بود و اگر مکالمه هم در آموزش کار بشه بهتر خواهد بود.","0"
"قسمت کوئری ها رو کاملا توضیح داده بودن و کارم رو راه انداخت. خیلی خوب بود.","1"
"به نظرم لازم بود توضيحات بيشتری ارائه کنند ولی به صورت کلی محتوا خوب ارائه شده بود.","0"
"برای اشخاصی که هيچ پيش زمينه ايی ندارن، اين آموزش رو پيشنهاد می کنم. محتوای خوبی داره.","1"